BLOCKID|DISTRICT
720034306013001|00030
720034306013002|00030
720034306013003|00030
720034306013004|00030
720034306013005|00030
720034306013006|00030
720034306013007|00030
720034306013008|00030
720034306013009|00030
720034306013010|00030
720034306013011|00030
720034306014000|00030
720034306014001|00030
720034306014002|00030
720034306014003|00030
720034306014004|00030
720034306014005|00030
720034306021000|00030
720034306021001|00030
720034306021002|00030
720034306021003|00030
720034306021004|00030
720034306021005|00030
720034306021006|00030
720034306021007|00030
720034306021008|00030
720034306021009|00030
720034306021010|00030
720034306021011|00030
720034306022000|00030
720034306022001|00030
720034306022002|00030
720034306022003|00030
720034306022004|00030
720034306022005|00030
720034306022006|00030
720034306022007|00030
720034306022008|00030
720034306022009|00030
720034306022010|00030
720034306022011|00030
720034306022012|00030
720034306022013|00030
720034306022014|00030
720034306022015|00030
720034306022016|00030
720034306022017|00030
720034306022018|00030
720039900000001|00030
720054001001000|00030
720054001001001|00030
720054001001002|00030
720054001001003|00030
720054001001004|00030
720054001001005|00030
720054001001006|00030
720054001001007|00030
720054001001008|00030
720054001001009|00030
720054001001010|00030
720054001001011|00030
720054001001012|00030
720054001001013|00030
720054001001014|00030
720054001001015|00030
720054001001016|00030
720054001001017|00030
720054001001018|00030
720054001002000|00030
720054001002001|00030
720054001002002|00030
720054001002003|00030
720054001002004|00030
720054001002005|00030
720054001002006|00030
720054001002007|00030
720054001002008|00030
720054001002009|00030
720054001002010|00030
720054001003000|00030
720054001003001|00030
720054001003002|00030
720054001003003|00030
720054001003004|00030
720054001003005|00030
720054001003006|00030
720054001003007|00030
720054001003008|00030
720054001003009|00030
720054001003010|00030
720054001003011|00030
720054001003012|00030
720054001003013|00030
720054001003014|00030
720054001003015|00030
720054001004000|00030
720054001004001|00030
720054001004002|00030
720054001004003|00030
720054001004004|00030
720054001004005|00030
720054001004006|00030
720054001004007|00030
720054001004008|00030
720054001004009|00030
720054001004010|00030
720054001004011|00030
720054001004012|00030
720054001004013|00030
720054001005000|00030
720054001005001|00030
720054001005002|00030
720054001005003|00030
720054001005004|00030
720054001005005|00030
720054001005006|00030
720054001005007|00030
720054001005008|00030
720054001005009|00030
720054001005010|00030
720054003001000|00030
720054003001001|00030
720054003001002|00030
720054003001003|00030
720054003001004|00030
720054003001005|00030
720054003001006|00030
720054003001007|00030
720054003001008|00030
720054003001009|00030
720054003001010|00030
720054003001011|00030
720054003001012|00030
720054003001013|00030
720054003001014|00030
720054003001015|00030
720054003001016|00030
720054003001017|00030
720054003001018|00030
720054003001019|00030
720054003001020|00030
720054003001021|00030
720054003001022|00030
720054003001023|00030
720054003001024|00030
720054003001025|00030
720054003001026|00030
720054003001027|00030
720054003001028|00030
720054003001029|00030
720054003001030|00030
720054003001031|00030
720054003001032|00030
720054003001033|00030
720054003001034|00030
720054003001035|00030
720054003001036|00030
720054003001037|00030
720054003001038|00030
720054003001039|00030
720054003001040|00030
720054003001041|00030
720054003001042|00030
720054003001043|00030
720054003001044|00030
720054003002000|00030
720054003002001|00030
720054003002002|00030
720054003002003|00030
720054003002004|00030
720054003002005|00030
720054003002006|00030
720054003002007|00030
720054003002008|00030
720054003002009|00030
720054003002010|00030
720054003002011|00030
720054003002012|00030
720054003002013|00030
720054003002014|00030
720054003002015|00030
720054003002016|00030
720054003002017|00030
720054003002018|00030
720054003002019|00030
720054003002020|00030
720054003002021|00030
720054003002022|00030
720054003002023|00030
720054003002024|00030
720054003002025|00030
720054003002026|00030
720054003002027|00030
720054003002028|00030
720054003002029|00030
720054003002030|00030
720054003002031|00030
720054003002032|00030
720054003002033|00030
720054003002034|00030
720054003002035|00030
720054003002036|00030
720054003002037|00030
720054003002038|00030
720054003002039|00030
720054003002040|00030
720054003002041|00030
720054003002042|00030
720054003002043|00030
720054003002044|00030
720054003002045|00030
720054003002046|00030
720054003002047|00030
720054003002048|00030
720054003002049|00030
720054003002050|00030
720054003002051|00030
720054004001000|00030
720054004001001|00030
720054004001002|00030
720054004001003|00030
720054004001004|00030
720054004001005|00030
720054004001006|00030
720054004001007|00030
720054004001008|00030
720054004001009|00030
720054004002000|00030
720054004002001|00030
720054004002002|00030
720054004002003|00030
720054004002004|00030
720054004002005|00030
720054004002006|00030
720054004002007|00030
720054004002008|00030
720054004002009|00030
720054004002010|00030
720054004002011|00030
720054004002012|00030
720054004003000|00030
720054004003001|00030
720054004003002|00030
720054004003003|00030
720054004003004|00030
720054004003005|00030
720054004003006|00030
720054004003007|00030
720054004003008|00030
720054004003009|00030
720054004003010|00030
720054004003011|00030
720054004003012|00030
720054004003013|00030
720054005011000|00030
720054005011001|00030
720054005011002|00030
720054005011003|00030
720054005011004|00030
720054005011005|00030
720054005011006|00030
720054005011007|00030
720054005011008|00030
720054005011009|00030
720054005011010|00030
720054005011011|00030
720054005011012|00030
720054005011013|00030
720054005011014|00030
720054005011015|00030
720054005011016|00030
720054005012000|00030
720054005012001|00030
720054005012002|00030
720054005012003|00030
720054005012004|00030
720054005021000|00030
720054005021001|00030
720054005021002|00030
720054005021003|00030
720054005021004|00030
720054005021005|00030
720054005021006|00030
720054005021007|00030
720054005021008|00030
720054005021009|00030
720054005021010|00030
720054005021011|00030
720054005021012|00030
720054005021013|00030
720054005021014|00030
720054005021015|00030
720054005021016|00030
720054005021017|00030
720054005021018|00030
720054005022000|00030
720054005022001|00030
720054005022002|00030
720054005022003|00030
720054005022004|00030
720054005022005|00030
720054005022006|00030
720054005022007|00030
720054005022008|00030
720054005022009|00030
720054005022010|00030
720054005023000|00030
720054005023001|00030
720054005023002|00030
720054005023003|00030
720054005023004|00030
720054005023005|00030
720054005023006|00030
720054005023007|00030
720054005023008|00030
720054005023009|00030
720054005023010|00030
720054006001000|00030
720054006001001|00030
720054006001002|00030
720054006001003|00030
720054006001004|00030
720054006001005|00030
720054006001006|00030
720054006001007|00030
720054006001008|00030
720054006001009|00030
720054006001010|00030
720054006002000|00030
720054006002001|00030
720054006002002|00030
720054006002003|00030
720054006002004|00030
720054006002005|00030
720054006002006|00030
720054006002007|00030
720054006002008|00030
720054006003000|00030
720054006003001|00030
720054006003002|00030
720054006003003|00030
720054006003004|00030
720054006003005|00030
720054006003006|00030
720054006003007|00030
720054006003008|00030
720054007001000|00030
720054007001001|00030
720054007001002|00030
720054007001003|00030
720054007001004|00030
720054007001005|00030
720054007001006|00030
720054007001007|00030
720054007001008|00030
720054007001009|00030
720054007001010|00030
720054007001011|00030
720054007001012|00030
720054007001013|00030
720054007001014|00030
720054007002000|00030
720054007002001|00030
720054007002002|00030
720054007002003|00030
720054007002004|00030
720054007003000|00030
720054007003001|00030
720054007003002|00030
720054007003003|00030
720054007003004|00030
720054007003005|00030
720054007003006|00030
720054007003007|00030
720054007003008|00030
720054007003009|00030
720054007003010|00030
720054007003011|00030
720054007003012|00030
720054008001000|00030
720054008001001|00030
720054008001002|00030
720054008001003|00030
720054008001004|00030
720054008001005|00030
720054008002000|00030
720054008002001|00030
720054008002002|00030
720054008002003|00030
720054008002004|00030
720054008002005|00030
720054008002006|00030
720054008002007|00030
720054008002008|00030
720054008002009|00030
720054008002010|00030
720054008002011|00030
720054008002012|00030
720054008002013|00030
720054008002014|00030
720054008002015|00030
720054008002016|00030
720054008002017|00030
720054008002018|00030
720054008002019|00030
720054008002020|00030
720054008002021|00030
720054008002022|00030
720054008002023|00030
720054008002024|00030
720054009001000|00030
720054009001001|00030
720054009001002|00030
720054009001003|00030
720054009001004|00030
720054009001005|00030
720054012001000|00030
720054012001001|00030
720054012001002|00030
720054012001003|00030
720054012001004|00030
720054012001005|00030
720054012001006|00030
720054012001007|00030
720054012001008|00030
720054012001009|00030
720054012001010|00030
720054012001011|00030
720054012001012|00030
720054012001013|00030
720054012001014|00030
720054012001015|00030
720054012001016|00030
720054012001017|00030
720054012001018|00030
720054012001019|00030
720054012001020|00030
720054012001021|00030
720054012001022|00030
720054012001023|00030
720054012001024|00030
720054012001025|00030
720054012001026|00030
720054012001027|00030
720054012001028|00030
720054012001029|00030
720054012001030|00030
720054012001031|00030
720054012001032|00030
720054012002000|00030
720054012002001|00030
720054012002002|00030
720054012002003|00030
720054012002004|00030
720054012002005|00030
720054012002006|00030
720054012002007|00030
720054012002008|00030
720054012002009|00030
720054012002010|00030
720054012002011|00030
720054012002012|00030
720054012002013|00030
720054012002014|00030
720054012002015|00030
720054012002016|00030
720054012002017|00030
720054012002018|00030
720054013011000|00030
720054013011001|00030
720054013011002|00030
720054013011003|00030
720054013011004|00030
720054013011005|00030
720054013011006|00030
720054013011007|00030
720054013011008|00030
720054013011009|00030
720054013011010|00030
720054013011011|00030
720054013011012|00030
720054013011013|00030
720054013011014|00030
720054013011015|00030
720054013011016|00030
720054013011017|00030
720054013011018|00030
720054013012000|00030
720054013012001|00030
720054013012002|00030
720054013012003|00030
720054013012004|00030
720054013012005|00030
720054013012006|00030
720054013012007|00030
720054013012008|00030
720054013012009|00030
720054013012010|00030
720054013012011|00030
720054013012012|00030
720054013012013|00030
720054013012014|00030
720054013012015|00030
720054013012016|00030
720054013013000|00030
720054013013001|00030
720054013013002|00030
720054013013003|00030
720054013013004|00030
720054013013005|00030
720054013013006|00030
720054013013007|00030
720054013013008|00030
720054013013009|00030
720054013013010|00030
720054013013011|00030
720054013013012|00030
720054013013013|00030
720054013013014|00030
720054013013015|00030
720054013013016|00030
720054013031000|00030
720054013031001|00030
720054013031002|00030
720054013031003|00030
720054013031004|00030
720054013031005|00030
720054013031006|00030
720054013031007|00030
720054013032000|00030
720054013032001|00030
720054013032002|00030
720054013032003|00030
720054013032004|00030
720054013032005|00030
720054013032006|00030
720054013032007|00030
720054013032008|00030
720054013033000|00030
720054013033001|00030
720054013033002|00030
720054013033003|00030
720054013033004|00030
720054013033005|00030
720054013033006|00030
720054013041000|00030
720054013041001|00030
720054013041002|00030
720054013041003|00030
720054013041004|00030
720054013041005|00030
720054013041006|00030
720054013041007|00030
720054013041008|00030
720054013041009|00030
720054013041010|00030
720054013041011|00030
720054013041012|00030
720054013041013|00030
720054013041014|00030
720054013042000|00030
720054013042001|00030
720054013042002|00030
720054013042003|00030
720054013042004|00030
720054013042005|00030
720054013042006|00030
720054013042007|00030
720054013042008|00030
720054013042009|00030
720054013042010|00030
720054013042011|00030
720054013042012|00030
720054013042013|00030
720054013042014|00030
720054014011000|00030
720054014011001|00030
720054014011002|00030
720054014011003|00030
720054014011004|00030
720054014011005|00030
720054014011006|00030
720054014011007|00030
720054014011008|00030
720054014011009|00030
720054014011010|00030
720054014011011|00030
720054014011012|00030
720054014011013|00030
720054014012000|00030
720054014012001|00030
720054014012002|00030
720054014012003|00030
720054014012004|00030
720054014012005|00030
720054014012006|00030
720054014012007|00030
720054014012008|00030
720054014012009|00030
720054014012010|00030
720054014012011|00030
720054014012012|00030
720054014012013|00030
720054014012014|00030
720054014012015|00030
720054014012016|00030
720054014012017|00030
720054014012018|00030
720054014013000|00030
720054014013001|00030
720054014013002|00030
720054014013003|00030
720054014013004|00030
720054014013005|00030
720054014013006|00030
720054014013007|00030
720054014013008|00030
720054014013009|00030
720054014013010|00030
720054014021000|00030
720054014021001|00030
720054014021002|00030
720054014021003|00030
720054014021004|00030
720054014021005|00030
720054014021006|00030
720054014021007|00030
720054014022000|00030
720054014022001|00030
720054014022002|00030
720054014022003|00030
720054014022004|00030
720054014022005|00030
720054014022006|00030
720054014022007|00030
720054014022008|00030
720054014022009|00030
720054014022010|00030
720054014022011|00030
720054014022012|00030
720054014022013|00030
720054014023000|00030
720054014023001|00030
720054014023002|00030
720054014023003|00030
720054014023004|00030
720054014024000|00030
720054014024001|00030
720054014024002|00030
720054014024003|00030
720054014024004|00030
720054014024005|00030
720054014024006|00030
720054014024007|00030
720054014024008|00030
720054015001000|00030
720054015001001|00030
720054015001002|00030
720054015001003|00030
720054015001004|00030
720054015001005|00030
720054015001006|00030
720054015001007|00030
720054015001008|00030
720054015001009|00030
720054015001010|00030
720054015001011|00030
720054015001012|00030
720054015001013|00030
720054015001014|00030
720054015001015|00030
720054015001016|00030
720054015001017|00030
720054015001018|00030
720054015001019|00030
720054015001020|00030
720054015001021|00030
720054015001022|00030
720054015001023|00030
720054015001024|00030
720054015001025|00030
720054015001026|00030
720054015001027|00030
720054015001028|00030
720054015001029|00030
720054015001030|00030
720054015001031|00030
720054015001032|00030
720054015001033|00030
720054015001034|00030
720054015001035|00030
720054015001036|00030
720054015001037|00030
720054015001038|00030
720054015001039|00030
720054015001040|00030
720054015001041|00030
720054015001042|00030
720054015001043|00030
720054015001044|00030
720054015001045|00030
